111456,4.91,162.40,781.60,32.94,3660
112488,4.89,139.20,661.60,32.94,3660
113520,4.92,136.92,992.00,33.00,3660
114552,4.91,133.60,656.80,32.94,3660
115584,4.92,171.80,837.60,32.94,3660
116616,4.89,137.40,669.60,32.94,3660
117648,4.86,170.80,720.80,32.94,3660
118680,4.91,175.92,912.00,32.94,3660
119712,4.88,140.92,693.60,32.94,3660
120744,4.84,133.40,655.20,32.94,3660
121776,4.85,164.72,807.20,32.94,3660
122808,4.92,153.00,634.40,32.94,3660
123840,4.84,147.52,802.40,32.94,3660
124872,4.87,145.52,716.00,32.94,3660
125904,4.92,141.00,694.40,32.94,3660
126936,4.85,132.92,654.40,32.94,3660
127968,4.81,139.40,732.80,32.94,3660
129000,4.90,184.00,706.40,32.94,3660
130032,4.92,137.92,979.20,32.94,3660
131064,4.91,153.52,739.20,32.94,3660
132096,4.90,185.60,905.60,32.94,3660
133128,4.92,139.12,672.80,32.94,3660
134160,4.84,153.92,655.20,32.94,3660
135192,4.84,164.80,664.80,32.94,3660
136224,4.92,196.52,967.20,32.88,3660
137256,4.84,147.80,726.40,32.88,3720
138288,4.92,137.52,677.60,32.88,3660
139320,4.84,144.40,784.80,32.88,3660
140352,4.86,146.00,654.40,32.88,3660
141384,4.92,133.52,654.40,32.88,3660
142416,4.92,195.12,960.80,32.88,3660
143448,4.84,133.72,657.60,32.88,3720
144480,4.90,189.80,889.60,32.88,3660
145512,4.88,201.20,862.40,32.88,3660
146544,4.93,175.20,673.60,32.88,3720
147576,4.93,136.80,673.60,32.88,3660
148608,4.84,132.92,654.40,32.81,3660
149640,4.89,136.52,665.60,32.88,3660
150672,4.83,158.92,656.80,32.81,3660
151704,4.92,168.40,810.40,32.88,3660
152736,4.90,184.12,896.80,32.81,3660
153768,4.88,135.20,660.80,32.81,3660
154800,4.88,134.32,656.80,32.81,3660
155832,4.84,152.32,654.40,32.81,3660
156864,4.92,133.80,934.40,32.81,3660
157896,4.92,133.12,891.20,32.81,3660
158928,4.91,150.32,726.40,32.81,3660
159960,4.85,134.52,661.60,32.81,3660
160992,4.89,136.32,664.80,32.75,3660
162024,4.92,134.72,966.40,32.81,3660
