100097,4.67,289.60,1389.60,33.50,4620
101129,4.71,299.60,1404.80,33.50,4620
102161,4.74,354.20,1609.60,33.50,4620
103193,4.72,309.32,1453.60,33.50,4620
104225,4.67,288.40,1385.60,33.50,4620
105257,4.73,339.60,1601.60,33.50,4620
106289,4.69,321.32,1506.40,33.50,4620
107321,4.70,307.52,1452.00,33.50,4620
108353,4.72,325.92,1529.60,33.50,4620
109385,4.65,293.20,1368.80,33.50,4620
110417,4.68,302.92,1412.80,33.50,4620
111449,4.69,301.20,1419.20,33.50,4620
112481,4.71,300.32,1408.80,33.50,4620
113513,4.67,314.60,1473.60,33.50,4620
114545,4.67,309.00,1389.60,33.50,4620
115577,4.72,354.92,1680.00,33.50,4620
116609,4.73,354.20,1607.20,33.50,4620
117641,4.74,334.12,1580.80,33.50,4620
118673,4.66,293.52,1365.60,33.50,4620
119705,4.65,293.40,1342.40,33.50,4620
120737,4.66,291.52,1357.60,33.50,4620
121769,4.69,325.52,1539.20,33.50,4620
122801,4.70,346.00,1634.40,33.50,4620
123833,4.73,332.32,1571.20,33.56,4620
124865,4.73,354.52,1580.80,33.50,4620
125897,4.72,323.32,1529.60,33.50,4620
126929,4.65,295.40,1336.80,33.50,4620
127961,4.71,301.92,1416.80,33.50,4620
128993,4.73,339.20,1632.00,33.50,4620
130025,4.73,350.32,1655.20,33.50,4620
131057,4.65,296.12,1384.00,33.50,4620
132089,4.70,328.32,1452.00,33.50,4620
133121,4.68,302.52,1410.40,33.50,4620
134153,4.70,329.60,1575.20,33.50,4620
135185,4.70,298.72,1400.00,33.50,4620
136217,4.74,351.72,1609.60,33.50,4620
137249,4.71,341.00,1607.20,33.50,4620
138281,4.73,353.80,1672.80,33.50,4620
139313,4.73,335.12,1648.80,33.50,4620
140345,4.69,293.20,1371.20,33.50,4620
141377,4.72,343.00,1504.80,33.50,4620
142409,4.73,335.52,1588.80,33.50,4620
143441,4.71,316.92,1575.20,33.50,4620
144473,4.68,305.92,1428.80,33.50,4620
145505,4.68,296.72,1386.40,33.44,4620
146537,4.73,337.60,1640.80,33.44,4620
147569,4.73,337.60,1597.60,33.50,4620
148601,4.71,319.92,1672.80,33.50,4620
149633,4.68,292.92,1367.20,33.44,4620
150665,4.68,314.40,1472.00,33.50,4620
